epoch,epoch_time_ms
1,2152.7955681085587
2,2206.62871748209
3,2156.5339118242264
4,2232.3114797472954
5,2208.3292230963707
6,2221.3706001639366
7,2403.644546866417
8,2363.289587199688
9,2290.017284452915
10,2265.780135989189
11,2247.7944642305374
12,2336.679734289646
13,2313.1501004099846
14,2301.5596345067024
15,2317.4497559666634
16,2328.2514214515686
17,2201.0205909609795
18,2181.196302175522
19,2194.14072483778
20,2216.617301106453
21,2207.7736109495163
22,2253.861591219902
23,2240.4442578554153
24,2188.3085146546364
25,2223.41850399971
26,2354.3786630034447
27,2293.5447469353676
28,2195.9300488233566
29,2224.4948223233223
30,2212.3123109340668
31,2315.166227519512
32,2229.162499308586
33,2172.07021266222
34,2175.0934794545174
35,2211.4754021167755
36,2312.7727061510086
37,2325.279712677002
38,2241.7295202612877
39,2206.2586694955826
40,2247.9359433054924
41,2221.114359796047
42,2335.6016501784325
43,2187.101736664772
44,2235.63102632761
45,2208.1445306539536
46,2271.758794784546
47,2249.230556190014
48,2299.3407249450684
49,2177.516885101795
50,2240.077070891857
51,2271.6302424669266
52,2188.2258504629135
53,2240.3759956359863
54,2337.973013520241
55,2157.658964395523
56,2328.4025117754936
57,2219.0327420830727
58,2199.2471739649773
59,2182.3177710175514
60,2184.722013771534
61,2338.9520198106766
62,2339.4966274499893
63,2249.055042862892
64,2221.45489603281
65,2216.630071401596
66,2368.5844391584396
67,2206.44062012434
68,2332.4754759669304
69,2236.2581863999367
70,2361.2378761172295
71,2243.767850100994
72,2173.551484942436
73,2241.5899708867073
74,2223.489537835121
75,2201.3039216399193
76,2303.976945579052
77,2349.2201268672943
78,2336.9693234562874
79,2189.211681485176
80,2228.6448031663895
81,2348.942629992962
82,2322.90967553854
83,2311.157241463661
84,2224.911078810692
85,2180.2725419402122
86,2400.2903178334236
87,2298.5623702406883
88,2188.022941350937
89,2139.9433687329292
90,2212.895691394806
91,2352.8569415211678
92,2315.537929534912
93,2203.9968371391296
94,2308.99765342474
95,2202.799431979656
96,2354.4525653123856
97,2285.595655441284
98,2237.110584974289
99,2236.0019013285637
100,2175.203077495098
101,2184.5088228583336
102,2182.5657710433006
103,2202.730432152748
104,2230.574667453766
105,2196.936883032322
106,2301.8515557050705
107,2233.4542125463486
108,2357.065811753273
109,2217.0561403036118
110,2209.190621972084
111,2304.6768456697464
112,2302.32722312212
113,2300.5087450146675
114,2267.1699970960617
115,2332.1392834186554
116,2281.370483338833
117,2251.943327486515
118,2333.3503007888794
119,2196.994163095951
120,2230.1613837480545
121,2284.5041304826736
122,2240.618035197258
123,2254.7948509454727
124,2344.9973464012146
125,2246.7378079891205
126,2179.834894835949
127,2352.186195552349
128,2205.6377083063126
129,2204.955257475376
130,2172.963410615921
131,2261.234499514103
132,2350.3380119800568
133,2285.193033516407
134,2236.6210520267487
135,2210.705518722534
136,2308.8853135704994
137,2341.878943145275
138,2332.043945789337
139,2335.5866074562073
140,2314.475767314434
141,2185.278944671154
142,2354.0245071053505
143,2279.231257736683
144,2275.0959023833275
145,2246.018499135971
146,2299.7704595327377
147,2235.4918494820595
148,2291.3481444120407
149,2286.2195149064064
150,2206.8880274891853
151,2244.704708456993
152,2242.2092854976654
153,2197.6984217762947
154,2250.3583505749702
155,2137.008272111416
156,2248.660884797573
157,2204.025000333786
158,2218.2599529623985
159,2226.71502828598
160,2220.623530447483
161,2207.5613141059875
162,2409.3047752976418
163,2205.5612206459045
164,2310.784474015236
165,2184.9526166915894
166,2241.039529442787
167,2327.6261910796165
168,2244.516558945179
169,2253.9273723959923
170,2339.3120914697647
171,2167.2867089509964
172,2180.969402194023
173,2227.2612899541855
174,2182.233788073063
175,2218.3006703853607
176,2178.268574178219
177,2146.525353193283
178,2297.381415963173
179,2351.143442094326
180,2239.685796201229
181,2277.9186069965363
182,2123.7761676311493
183,2439.168967306614
184,2282.178185880184
185,2378.784567117691
186,2132.563456892967
187,2168.734811246395
188,2393.3020681142807
189,2384.3542858958244
190,2203.1928077340126
191,2115.8337965607643
192,2206.0785219073296
193,2206.711068749428
194,2148.848280310631
195,2216.5088206529617
196,2229.0064319968224
197,2219.2193642258644
198,2242.041863501072
199,2193.1970193982124
200,2182.632677257061
201,2200.1765444874763
202,2234.5256730914116
203,2195.791579782963
204,2224.6048152446747
205,2269.944556057453
206,2348.5055789351463
207,2280.432812869549
208,2208.0280780792236
209,2130.6964680552483
210,2165.356770157814
211,2256.8579763174057
212,2272.844724357128
213,2251.7749592661858
214,2236.0626459121704
215,2209.3668952584267
216,2215.9640789031982
217,2177.773490548134
218,2158.35028141737
219,2256.817914545536
220,2222.6969227194786
221,2197.292685508728
222,2158.0615043640137
223,2189.2526373267174
224,2401.4532938599586
225,2257.7824890613556
226,2394.71735060215
227,2355.6079268455505
228,2203.9389237761497
229,2231.0000509023666
230,2206.876814365387
231,2302.8405383229256
232,2185.7101395726204
233,2195.648707449436
234,2191.486768424511
235,2234.5641925930977
236,2198.626972734928
237,2267.383933067322
238,2201.2239396572113
239,2187.750242650509
240,2206.894591450691
241,2352.942153811455
242,2332.1349546313286
243,2326.3683393597603
244,2340.02798050642
245,2311.994679272175
246,2196.0673928260803
247,2340.884603559971
248,2255.4170712828636
249,2193.430431187153
250,2197.850376367569
251,2243.746593594551
252,2250.4106014966965
253,2359.420046210289
254,2343.6182737350464
255,2217.288888990879
256,2299.942746758461
257,2181.4588755369186
258,2355.9795692563057
259,2262.60656863451
260,2348.715253174305
261,2320.1892152428627
262,2331.082299351692
263,2322.0971673727036
264,2293.5371175408363
265,2311.215929687023
266,2241.6425570845604
267,2255.5875033140182
268,2208.073578774929
269,2236.223392188549
270,2185.5061128735542
271,2241.131655871868
272,2300.405226647854
273,2213.3809477090836
274,2207.463502883911
275,2231.4027324318886
276,2234.5586493611336
277,2217.947892844677
278,2174.248568713665
279,2213.950037956238
280,2218.674637377262
281,2278.77838909626
282,2355.0742492079735
283,2234.722748398781
284,2152.906008064747
285,2254.392310976982
286,2365.269683301449
287,2299.687407910824
288,2365.3218522667885
289,2231.084555387497
290,2363.654948771
291,2243.37774515152
292,2288.3843928575516
293,2189.1595870256424
294,2331.0661390423775
295,2324.970617890358
296,2245.213821530342
297,2355.4877787828445
298,2268.73429864645
299,2365.4358983039856
300,2259.2697888612747
