batch,batch_time_ms,forward_time_ms,backward_time_ms
1,65.13088941574097,10.77214628458023,44.47845369577408
2,37.87074238061905,8.311480283737183,19.881293177604675
3,37.36165910959244,8.227400481700897,19.833534955978394
4,37.38899528980255,8.242160081863403,19.898369908332825
5,37.594325840473175,8.263476192951202,19.807204604148865
6,37.13340312242508,8.192330598831177,19.852980971336365
7,37.78013586997986,8.30935686826706,19.89501714706421
8,37.426263093948364,8.206576108932495,20.031973719596863
9,38.01761567592621,8.338473737239838,20.079143345355988
10,37.343017756938934,8.241385221481323,20.073868334293365
11,37.74871677160263,8.30773264169693,20.232342183589935
12,37.58718818426132,8.354656398296356,19.90668475627899
13,37.18200325965881,8.218720555305481,19.89307999610901
14,38.04738074541092,8.358903229236603,19.88605409860611
15,37.18267381191254,8.25759768486023,19.871152937412262
16,37.86594420671463,8.371435105800629,19.898928701877594
17,37.07467019557953,8.224479854106903,19.81988549232483
18,37.74262219667435,8.31664353609085,19.90213245153427
19,37.046246230602264,8.20089876651764,19.87319439649582
20,37.72127628326416,8.395619690418243,19.900217652320862
21,37.28339076042175,8.16645473241806,19.844897091388702
22,37.49530017375946,8.332431316375732,19.90388333797455
23,37.411585450172424,8.238434791564941,19.900433719158173
24,37.570156157016754,8.347243070602417,19.90179717540741
25,37.1859148144722,8.168548345565796,19.85202729701996
26,37.42773085832596,8.290953934192657,19.899263978004456
27,37.30310499668121,8.217774331569672,19.901826977729797
28,37.3377799987793,8.30085575580597,19.876472651958466
29,36.99377179145813,8.171617984771729,19.79532092809677
30,37.336207926273346,8.2826167345047,19.877605140209198
31,37.242911756038666,8.159302175045013,19.863300025463104
32,37.33352571725845,8.310824632644653,19.908718764781952
33,37.244297564029694,8.236080408096313,19.866667687892914
34,37.762001156806946,8.430436253547668,19.93737369775772
35,37.29505091905594,8.1733837723732,19.871696829795837
36,37.25801408290863,8.256740868091583,19.904837012290955
37,36.788105964660645,8.159063756465912,19.752204418182373
38,36.70625388622284,8.113771677017212,19.77812498807907
39,36.58634424209595,8.083052933216095,19.695766270160675
40,36.425091326236725,8.065953850746155,19.698873162269592
41,45.3299880027771,11.077538132667542,20.59292048215866
42,37.52011060714722,8.30453634262085,19.754305481910706
43,37.59721666574478,8.254840970039368,19.88992840051651
44,37.089549005031586,8.207596838474274,19.903920590877533
45,38.22999447584152,8.482113480567932,19.917741417884827
46,37.093356251716614,8.214004337787628,19.85127478837967
47,38.05277496576309,8.474566042423248,19.880175590515137
48,37.05481439828873,8.183345198631287,19.854769110679626
49,37.4794527888298,8.35362821817398,19.841723144054413
50,37.48326748609543,8.155852556228638,19.96837556362152
51,37.3142808675766,8.25585424900055,19.881732761859894
52,37.318386137485504,8.211098611354828,19.888095557689667
53,37.33227401971817,8.279584348201752,19.821368157863617
54,37.23356872797012,8.16170871257782,19.94279772043228
55,37.293657660484314,8.22553038597107,19.900105893611908
56,37.15430200099945,8.219927549362183,19.893698394298553
57,37.5765785574913,8.340217173099518,19.893430173397064
58,37.10222244262695,8.148998022079468,19.91700381040573
59,37.3181477189064,8.239910006523132,19.86587792634964
60,37.45107352733612,8.276306092739105,19.91802453994751
