metric,count,mean,std,min,max
epoch_time_ms,300,2253.5372474292913,83.44543784467047,2048.81040006876,2434.8949417471886
batch_time_ms,12000,30.405726203074057,1.4238104242128473,29.100924730300903,113.0370944738388
forward_time_ms,12000,6.351512126003702,0.4725974601198153,6.099797785282135,12.024208903312683
backward_time_ms,12000,14.667933573946357,0.7542254470251128,14.28154855966568,91.342993080616
