batch,batch_time_ms,forward_time_ms,backward_time_ms
1,79.02765274047852,15.97248762845993,53.17213386297226
2,50.409846007823944,12.607961893081665,28.369158506393433
3,50.513722002506256,12.647926807403564,28.335466980934143
4,50.549447536468506,12.65830546617508,28.345949947834015
5,50.66441744565964,12.664228677749634,28.356701135635376
6,50.675250589847565,12.656085193157196,28.345853090286255
7,50.62966048717499,12.665078043937683,28.331845998764038
8,50.66206306219101,12.650683522224426,28.37848663330078
9,50.64881592988968,12.664467096328735,28.334788978099823
10,50.62371492385864,12.6277357339859,28.356023132801056
11,50.60451477766037,12.641146779060364,28.35872769355774
12,50.58376491069794,12.64653354883194,28.30331027507782
13,50.58477818965912,12.671247124671936,28.345152735710144
14,50.6618469953537,12.691788375377655,28.383024036884308
15,50.60986429452896,12.68322765827179,28.347454965114594
16,50.59068650007248,12.582123279571533,28.583534061908722
17,51.08264833688736,12.949429452419281,28.669603168964386
18,50.603680312633514,12.621521949768066,28.49861979484558
19,51.21530592441559,12.718364596366882,28.761833906173706
20,50.647348165512085,12.757033109664917,28.354637324810028
21,50.05375295877457,12.621164321899414,28.370864689350128
22,50.466910004615784,12.646399438381195,28.465643525123596
23,50.16966909170151,12.634389102458954,28.43097597360611
24,50.887130200862885,12.69763708114624,28.59453856945038
25,50.30455440282822,12.661181390285492,28.391316533088684
26,50.22682994604111,12.623652815818787,28.460532426834106
27,50.14178156852722,12.610554695129395,28.336912393569946
28,50.47772079706192,12.600429356098175,28.429463505744934
29,50.64315348863602,12.719519436359406,28.427131474018097
30,50.53079128265381,12.640193104743958,28.440169990062714
31,50.08998513221741,12.583762407302856,28.26404571533203
32,50.28121918439865,12.61632889509201,28.379470109939575
33,50.48266053199768,12.647561728954315,28.36690843105316
34,50.50615221261978,12.644298374652863,28.394177556037903
35,50.143763422966,12.582242488861084,28.35547924041748
36,50.39498955011368,12.63081282377243,28.368696570396423
37,49.93423819541931,12.561522424221039,28.317324817180634
38,49.30713027715683,12.451894581317902,28.17384898662567
39,49.31831359863281,12.471690773963928,28.159618377685547
40,49.28849637508392,12.438774108886719,28.190217912197113
41,58.29352140426636,15.93821495771408,29.547683894634247
42,50.53384602069855,12.720249593257904,28.432197868824005
43,50.34756660461426,12.651287019252777,28.499305248260498
44,50.23210495710373,12.684859335422516,28.38127315044403
45,50.01477897167206,12.596137821674347,28.401903808116913
46,50.158075988292694,12.606844305992126,28.39575707912445
47,50.06420612335205,12.658923864364624,28.38870882987976
48,50.12497305870056,12.667261064052582,28.45911681652069
49,50.05893111228943,12.631714344024658,28.387360274791718
50,50.150066614151,12.606136500835419,28.39784324169159
51,50.07307976484299,12.59659230709076,28.464078903198242
52,50.26447772979736,12.65135407447815,28.467871248722076
53,50.729118287563324,12.681975960731506,28.407670557498932
54,50.2212718129158,12.63311505317688,28.337687253952026
55,50.370365381240845,12.690514326095581,28.395526111125946
