epoch,epoch_time_ms
1,1628.2115969997903
2,1590.5715680000867
3,1570.9410489998845
4,1590.502801999719
5,1572.1386309996888
6,1614.1145930005223
7,1648.1726729998627
8,1704.518024999743
9,1596.8464229999881
10,1598.8113260000318
11,1609.2832739996084
12,1622.9910490001203
13,1596.1312580002414
14,1567.8786270000273
15,1593.7947860002168
16,1607.9682290001074
17,1662.2452920000796
18,1610.7063330000528
19,1644.2143670001315
20,1573.4993569994913
21,1607.8455759998178
22,1599.9767089997476
23,1574.197715000082
24,1602.6942429998599
25,1610.2980839996235
26,1588.1167710003865
27,1735.053323000102
28,1588.5966810001264
29,1608.5564770000929
30,1598.9161699999386
31,1591.934412000228
32,1615.5199439999706
33,1606.3987309998993
34,1584.8534429997017
35,1595.7460680001532
36,1622.071085999778
37,1577.4265569998533
38,1582.1376339999915
39,1615.0340779995531
40,1591.8321120007022
41,1575.0070940002843
42,1615.642702000514
43,1616.6198569999324
44,1578.6541940005918
45,1584.881521999705
46,1619.73261500043
47,1604.5858830002544
48,1711.5506289992481
49,1593.844447000265
50,1577.4208000002545
51,1592.2956260001229
52,1614.8105880001822
53,1613.2851669999582
54,1592.9421900000307
55,1624.5664470006886
56,1590.7934150000074
57,1656.5864529993632
58,1584.4487900003514
59,1607.501561999925
60,1621.2751849998313
61,1617.7250660002755
62,1621.433089000675
63,1584.1627740001059
64,1618.1646169998203
65,1649.6882229994299
66,1576.7840340004113
67,1622.0604310001363
68,1608.0342660006863
69,1569.938878999892
70,1625.9042620004038
71,1557.5416550000227
72,1612.232511000002
73,1682.0747269994172
74,1643.051877000289
75,1577.3793059997843
76,1575.2715139997235
77,1618.774222999491
78,1592.0951759999298
79,1634.9049919999743
80,1636.6542460000346
81,1618.8213200002792
82,1649.0421460002835
83,1616.7246519999026
84,1635.3673160001563
85,1605.4461889998493
86,1593.2448530002148
87,1591.3842859999932
88,1604.7846159999608
89,1573.2344870002635
90,1601.9592870006818
91,1643.7955920000604
92,1608.49100500036
93,1546.396671000366
94,1604.3933999999354
95,1576.3391959999353
96,1556.5234559999226
97,1581.4609939998263
98,1572.0897740002329
99,1583.6741600005553
100,1560.6695639999089
101,1574.1633770003318
102,1558.7171540000782
103,1563.564956000846
104,1580.0699700002951
105,1697.673216000112
106,1675.9558009998727
107,1584.1759439999805
108,1737.6978040001632
109,1559.0997019999122
110,1735.3772509995906
111,1695.4033649999474
112,1731.272247000561
113,1685.5597990006572
114,1670.830601000489
115,1676.6246039996986
116,1669.2834390005373
117,1705.8693090002635
118,1696.4365840003666
119,1683.4909799999878
120,1572.9711750000206
121,1718.7512499995137
122,1665.0413609995667
123,1667.6173080004446
124,1693.3386330001667
125,1734.33969800044
126,1676.9598110004154
127,1678.7499740003113
128,1713.5648989997208
129,1689.7100199994384
130,1691.4112529993872
131,1647.7682439999626
132,1660.9145669999634
133,1672.3139679997985
134,1674.4601709997369
135,1655.189025999789
136,1640.616947000126
137,1558.568491999722
138,1728.3198900004209
139,1650.3652250003142
140,1660.949096000877
141,1673.8130280000405
142,1711.3634460001776
143,1712.192818999938
144,1659.0238770004362
145,1681.4674919996833
146,1663.7899290008136
147,1708.246238999891
148,1672.957791999579
149,1744.2252159999043
150,1755.586459999904
151,1670.5277529999876
152,1577.6825709999684
153,1578.7181880004937
154,1593.6344249994363
155,1573.8917049993688
156,1547.3560680002265
157,1602.132506000089
158,1596.5775499998927
159,1629.629439999917
160,1571.8608740007767
161,1571.7589710002358
162,1593.6796400001185
163,1604.402322000169
164,1566.563256000336
165,1556.4747909993457
166,1544.2233699995995
167,1558.242897999662
168,1570.5665519999457
169,1566.2050199998703
170,1595.0968100005412
171,1544.625970999732
172,1549.875773000167
173,1571.6799029996764
174,1533.2325250001304
175,1568.6450559996956
176,1553.9827969996622
177,1557.6267019996521
178,1580.037818999699
179,1538.674377999996
180,1572.2074639998027
181,1568.3636039993871
182,1582.4918540001818
183,1598.1404989997827
184,1563.7725470005535
185,1587.2183999999834
186,1550.5667159995937
187,1575.5470719996083
188,1598.323655999593
189,1571.5642730001491
190,1533.5606139997253
191,1630.3542630002994
192,1570.1873529997101
193,1592.9489919999469
194,1564.5282949999455
195,1725.437516999591
196,1597.105867999744
197,1540.7036050000897
198,1595.4699160001837
199,1592.389419999563
200,1559.8856440001327
201,1545.151457999964
202,1568.1781140001476
203,1551.8925070000478
204,1560.9175240006152
205,1579.065238000112
206,1549.568747000194
207,1632.4539000006553
208,1570.1991309997538
209,1633.839951000482
210,1579.2896610000753
211,1572.3613830004979
212,1525.5805540000438
213,1555.1833190002071
214,1673.8642499994967
215,1539.6778269996503
216,1547.8918099997827
217,1592.2893319993818
218,1542.6664229999005
219,1545.396399999845
220,1577.0077040006072
221,1538.3945200001108
222,1554.8118599999725
223,1568.9991490007742
224,1541.9093680002334
225,1561.8247279999196
226,1560.3598659999989
227,1703.078347999508
228,1550.5913070001043
229,1577.7236869998887
230,1552.973935999944
231,1662.2732229998292
232,1649.2927489998692
233,1654.087530000652
234,1553.8682659998813
235,1601.994470000136
236,1559.9427090000972
237,1598.8665289996788
238,1641.9823090000136
239,1543.062717999419
240,1558.4336850006366
241,1553.1617010001355
242,1546.0507540001345
243,1572.3168989998157
244,1579.6038019998377
245,1588.0292109995935
246,1565.8532019997438
247,1542.1664039995449
248,1560.5870310000682
249,1558.9783559998978
250,1655.6041369995
251,1557.7315270002146
252,1554.5595439998579
253,1596.1588629998005
254,1628.7717880004493
255,1560.1611230003982
256,1575.9172030002446
257,1643.465866999577
258,1606.0286649999398
259,1600.7083219992637
260,1581.7704589999266
261,1649.856009999894
262,1642.7964679996876
263,1613.3486810003888
264,1599.685799999861
265,1634.4325650006795
266,1626.9339319997016
267,1593.0797339997298
268,1703.506570999707
