metric,count,mean,std,min,max
epoch_time_ms,300,1966.2884329833528,109.29303137647585,1873.3896439989621,3552.6202780001768
batch_time_ms,12000,41.18901146066613,3.457516863063552,39.76048599997739,240.76622200027487
forward_time_ms,12000,12.703004478913348,1.0941088498717828,12.490942999647814,59.771446000013384
backward_time_ms,12000,26.193073793246487,2.418749462230781,23.649968999961857,203.48598599957768
